Genome A	Genes in A	Genome B	Genes in B	# orthologous genes	Mean AAI	Std AAI	Orthologous fraction (OF)
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003712085.1_ASM371208v1_genomic_prodigal_proteins	2745	915	52.82	11.83	34.57
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003212155.1_ASM321215v1_genomic_prodigal_proteins	262	51	52.11	14.24	19.47
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_001040845.1_ASM104084v1_genomic_prodigal_proteins	2917	913	52.87	11.85	34.49
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_002018015.1_ASM201801v1_genomic_prodigal_proteins	1578	658	53.70	11.73	41.70
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003211255.1_ASM321125v1_genomic_prodigal_proteins	1850	493	51.95	11.56	26.65
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_002721235.1_ASM272123v1_genomic_prodigal_proteins	3119	1233	56.50	12.31	46.58
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_001039265.1_ASM103926v1_genomic_prodigal_proteins	2832	690	55.36	12.19	26.07
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003283135.1_ASM328313v1_genomic_prodigal_proteins	459	76	52.49	13.09	16.56
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003209215.1_ASM320921v1_genomic_prodigal_proteins	1679	464	53.12	12.03	27.64
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_002737305.1_ASM273730v1_genomic_prodigal_proteins	1951	755	54.32	11.71	38.70
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003209035.1_ASM320903v1_genomic_prodigal_proteins	1803	485	52.62	11.89	26.90
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003331795.1_ASM333179v1_genomic_prodigal_proteins	1948	762	53.18	11.99	39.12
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_002017955.1_ASM201795v1_genomic_prodigal_proteins	512	185	52.31	11.66	36.13
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_900474295.1_UW140_genomic_prodigal_proteins	2925	918	52.87	11.87	34.68
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003211565.1_ASM321156v1_genomic_prodigal_proteins	1489	406	52.75	12.29	27.27
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003283215.1_ASM328321v1_genomic_prodigal_proteins	239	29	54.50	12.13	12.13
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003211235.1_ASM321123v1_genomic_prodigal_proteins	1698	489	52.43	11.93	28.80
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003283165.1_ASM328316v1_genomic_prodigal_proteins	217	32	51.32	10.32	14.75
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003210995.1_ASM321099v1_genomic_prodigal_proteins	2385	632	53.11	12.05	26.50
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_002167425.2_ASM216742v2_genomic_prodigal_proteins	2822	764	52.51	11.54	28.86
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_002171075.2_ASM217107v2_genomic_prodigal_proteins	1919	664	52.29	11.30	34.60
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003213755.1_ASM321375v1_genomic_prodigal_proteins	1050	317	53.21	12.52	30.19
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003209155.1_ASM320915v1_genomic_prodigal_proteins	2305	675	52.82	11.64	29.28
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003211515.1_ASM321151v1_genomic_prodigal_proteins	2451	604	52.28	11.88	24.64
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003210935.1_ASM321093v1_genomic_prodigal_proteins	1868	606	53.04	11.88	32.44
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003210555.1_ASM321055v1_genomic_prodigal_proteins	1847	503	52.74	11.62	27.23
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_000155595.1_ASM15559v1_genomic_prodigal_proteins	5270	1286	56.05	11.96	48.58
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_001007665.1_ASM100766v1_genomic_prodigal_proteins	2356	844	53.02	11.46	35.82
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_900177825.1_IMG-taxon_2708742468_annotated_assembly_genomic_prodigal_proteins	3317	1230	56.45	12.35	46.47
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003526105.1_ASM352610v1_genomic_prodigal_proteins	1581	497	53.34	11.52	31.44
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_000195975.1_ASM19597v1_genomic_prodigal_proteins	2719	910	52.98	11.91	34.38
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003209165.1_ASM320916v1_genomic_prodigal_proteins	2711	777	52.95	11.95	29.35
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_002693285.1_ASM269328v1_genomic_prodigal_proteins	2440	792	52.54	11.77	32.46
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_001631935.1_ASM163193v1_genomic_prodigal_proteins	3526	895	52.91	11.88	33.81
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_002151525.1_ASM215152v1_genomic_prodigal_proteins	1628	680	53.16	11.75	41.77
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_000153065.1_ASM15306v1_genomic_prodigal_proteins	2704	934	53.51	11.99	35.29
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_001693295.1_ASM169329v1_genomic_prodigal_proteins	3183	1231	56.51	12.39	46.51
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003209005.1_ASM320900v1_genomic_prodigal_proteins	2548	751	52.30	11.84	29.47
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_002017915.1_ASM201791v1_genomic_prodigal_proteins	623	245	55.44	12.01	39.33
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_900047545.1_m9_genomic_prodigal_proteins	1575	648	52.98	11.80	41.14
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_001632105.1_ASM163210v1_genomic_prodigal_proteins	3521	898	52.77	11.83	33.93
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_004212765.1_ASM421276v1_genomic_prodigal_proteins	1162	440	53.48	11.95	37.87
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_002685515.1_ASM268551v1_genomic_prodigal_proteins	1286	481	51.91	11.50	37.40
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003209135.1_ASM320913v1_genomic_prodigal_proteins	1719	476	51.87	11.21	27.69
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003210335.1_ASM321033v1_genomic_prodigal_proteins	942	164	52.01	12.20	17.41
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_000515235.1_ASM51523v1_genomic_prodigal_proteins	2873	913	52.93	11.87	34.49
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003523965.1_ASM352396v1_genomic_prodigal_proteins	1735	568	53.75	11.45	32.74
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_002684175.1_ASM268417v1_genomic_prodigal_proteins	1819	529	52.02	11.12	29.08
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_900473965.1_UW179A_genomic_prodigal_proteins	3383	898	52.93	11.96	33.93
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003209555.1_ASM320955v1_genomic_prodigal_proteins	908	217	52.31	12.28	23.90
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003210495.1_ASM321049v1_genomic_prodigal_proteins	1134	279	52.37	12.28	24.60
GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins	2647	GCA_003210475.1_ASM321047v1_genomic_prodigal_proteins	1514	465	52.24	11.29	30.71
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003846445.1_ASM384644v1_genomic_prodigal_proteins	2740	839	54.96	12.98	31.48
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002170705.1_ASM217070v1_genomic_prodigal_proteins	1392	740	69.08	13.87	53.16
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210535.1_ASM321053v1_genomic_prodigal_proteins	1257	552	68.62	13.56	43.91
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002760375.1_ASM276037v1_genomic_prodigal_proteins	2702	642	52.42	11.98	24.09
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003211455.1_ASM321145v1_genomic_prodigal_proteins	1186	509	69.09	14.52	42.92
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001632165.1_ASM163216v1_genomic_prodigal_proteins	2830	1762	89.89	9.93	66.12
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_004332405.1_ASM433240v1_genomic_prodigal_proteins	2437	1363	73.36	13.30	55.93
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_900473975.1_N26_genomic_prodigal_proteins	2454	1316	70.57	14.02	53.63
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000063505.1_ASM6350v1_genomic_prodigal_proteins	2558	1470	76.91	12.88	57.47
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002698505.1_ASM269850v1_genomic_prodigal_proteins	2471	1315	71.69	13.63	53.22
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002691345.1_ASM269134v1_genomic_prodigal_proteins	2078	1006	69.43	13.42	48.41
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002252665.1_ASM225266v1_genomic_prodigal_proteins	2771	1180	66.40	13.70	44.28
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_900474015.1_UW106_genomic_prodigal_proteins	2762	1414	69.87	14.23	53.06
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	719	53.46	12.73	26.98
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001628295.1_ASM162829v1_genomic_prodigal_proteins	2145	1178	70.69	13.85	54.92
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003208775.1_ASM320877v1_genomic_prodigal_proteins	1808	964	71.84	13.72	53.32
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003208915.1_ASM320891v1_genomic_prodigal_proteins	1208	543	68.93	14.08	44.95
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002172935.1_ASM217293v1_genomic_prodigal_proteins	1996	1094	76.00	12.36	54.81
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_004209775.1_ASM420977v1_genomic_prodigal_proteins	2798	1387	73.06	13.36	52.05
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000153805.1_ASM15380v1_genomic_prodigal_proteins	2517	1368	69.28	14.08	54.35
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003283205.1_ASM328320v1_genomic_prodigal_proteins	274	130	83.25	17.31	47.45
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_900473925.1_N5_genomic_prodigal_proteins	2417	1300	70.71	13.95	53.79
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003211015.1_ASM321101v1_genomic_prodigal_proteins	2128	1390	89.89	10.75	65.32
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000013205.1_ASM1320v1_genomic_prodigal_proteins	2750	648	52.48	11.90	24.32
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003957805.1_ASM395780v1_genomic_prodigal_proteins	2887	850	55.07	12.86	31.89
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001693255.1_ASM169325v1_genomic_prodigal_proteins	3177	737	53.44	12.72	27.65
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210385.1_ASM321038v1_genomic_prodigal_proteins	286	165	71.89	13.17	57.69
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002356215.1_ASM235621v1_genomic_prodigal_proteins	2953	724	53.39	12.66	27.17
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	641	52.43	11.98	24.09
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210315.1_ASM321031v1_genomic_prodigal_proteins	1815	997	71.64	13.72	54.93
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002724845.1_ASM272484v1_genomic_prodigal_proteins	1589	882	69.77	13.60	55.51
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003211035.1_ASM321103v1_genomic_prodigal_proteins	530	236	68.43	13.45	44.53
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001521855.1_ASM152185v1_genomic_prodigal_proteins	3144	740	53.35	12.74	27.77
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000737535.1_ASM73753v1_genomic_prodigal_proteins	3013	1416	69.23	14.13	53.13
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000586015.1_SynSpo.0_genomic_prodigal_proteins	1907	662	61.13	13.67	34.71
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003149585.1_ASM314958v1_genomic_prodigal_proteins	2600	1252	65.69	14.08	48.15
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000013225.1_ASM1322v1_genomic_prodigal_proteins	2844	645	52.51	11.97	24.20
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000332275.1_ASM33227v1_genomic_prodigal_proteins	4564	730	51.35	12.08	27.39
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002252675.1_ASM225267v1_genomic_prodigal_proteins	3295	1175	65.52	13.76	44.09
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000737575.1_ASM73757v1_genomic_prodigal_proteins	2662	1389	70.11	14.03	52.18
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003331245.1_ASM333124v1_genomic_prodigal_proteins	2021	1126	69.66	13.74	55.71
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001007625.1_ASM100762v1_genomic_prodigal_proteins	2478	754	60.46	13.35	30.43
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001007635.1_ASM100763v1_genomic_prodigal_proteins	2333	749	60.98	12.95	32.10
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000179255.1_ASM17925v1_genomic_prodigal_proteins	2729	1243	65.59	14.04	46.64
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001885215.1_ASM188521v1_genomic_prodigal_proteins	2897	1157	65.04	13.61	43.41
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000153045.1_ASM15304v1_genomic_prodigal_proteins	3242	1207	65.63	13.73	45.29
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002018045.1_ASM201804v1_genomic_prodigal_proteins	1559	640	61.58	12.90	41.05
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000012505.1_ASM1250v1_genomic_prodigal_proteins	2461	1344	69.48	13.95	54.61
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210375.1_ASM321037v1_genomic_prodigal_proteins	2155	1033	68.36	14.18	47.94
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_004332415.1_ASM433241v1_genomic_prodigal_proteins	2408	1367	73.41	13.20	56.77
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_900474045.1_N19_genomic_prodigal_proteins	2484	1305	70.51	13.95	52.54
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001628325.1_ASM162832v1_genomic_prodigal_proteins	2129	1173	70.52	13.84	55.10
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002760415.1_ASM276041v1_genomic_prodigal_proteins	2670	642	52.47	11.92	24.09
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002754935.1_ASM275493v1_genomic_prodigal_proteins	2664	676	53.36	12.49	25.38
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002171685.2_ASM217168v2_genomic_prodigal_proteins	811	477	73.32	12.83	58.82
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000737595.1_ASM73759v1_genomic_prodigal_proteins	2774	1378	69.98	14.17	51.71
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003331785.1_ASM333178v1_genomic_prodigal_proteins	2125	1245	73.28	12.79	58.59
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000153285.1_ASM15328v1_genomic_prodigal_proteins	2746	1492	76.53	12.68	55.98
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210705.1_ASM321070v1_genomic_prodigal_proteins	2244	1413	89.85	10.45	62.97
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000019485.1_ASM1948v1_genomic_prodigal_proteins	3233	734	53.35	12.76	27.54
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003283055.1_ASM328305v1_genomic_prodigal_proteins	482	113	65.42	16.33	23.44
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000010065.1_ASM1006v1_genomic_prodigal_proteins	2691	846	55.10	12.81	31.74
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000316685.1_ASM31668v1_genomic_prodigal_proteins	3706	744	52.96	12.38	27.92
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000063525.1_ASM6352v1_genomic_prodigal_proteins	2540	1236	64.77	14.51	48.66
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002760395.1_ASM276039v1_genomic_prodigal_proteins	2661	636	52.49	11.98	23.90
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003208755.1_ASM320875v1_genomic_prodigal_proteins	690	349	69.34	14.32	50.58
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002171995.1_ASM217199v1_genomic_prodigal_proteins	1978	800	71.76	13.70	40.44
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_900474085.1_UW86_genomic_prodigal_proteins	2403	1314	70.61	13.88	54.68
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002172175.1_ASM217217v1_genomic_prodigal_proteins	1846	752	62.57	14.14	40.74
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003208835.1_ASM320883v1_genomic_prodigal_proteins	2208	1012	69.37	14.16	45.83
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000485815.1_ASM48581v1_genomic_prodigal_proteins	3083	718	53.18	12.73	26.94
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001182765.1_WH8103.1_genomic_prodigal_proteins	2676	1335	70.51	13.68	50.09
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000179235.2_ASM17923v2_genomic_prodigal_proteins	3071	1263	66.29	13.96	47.39
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210795.1_ASM321079v1_genomic_prodigal_proteins	2239	1057	69.63	14.34	47.21
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002706715.1_ASM270671v1_genomic_prodigal_proteins	1148	638	69.73	14.57	55.57
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002006815.1_ASM200681v1_genomic_prodigal_proteins	1973	1011	63.27	14.22	51.24
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210755.1_ASM321075v1_genomic_prodigal_proteins	2871	1308	71.75	13.35	49.08
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_900474245.1_UW179B_genomic_prodigal_proteins	2743	1464	72.95	13.01	54.93
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210345.1_ASM321034v1_genomic_prodigal_proteins	1256	559	68.51	14.12	44.51
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002760345.1_ASM276034v1_genomic_prodigal_proteins	2731	647	52.45	11.88	24.28
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210975.1_ASM321097v1_genomic_prodigal_proteins	627	357	68.54	15.14	56.94
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002690325.1_ASM269032v1_genomic_prodigal_proteins	2554	1288	69.42	13.79	50.43
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000161795.2_ASM16179v2_genomic_prodigal_proteins	2407	1313	70.61	13.78	54.55
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_004211895.1_ASM421189v1_genomic_prodigal_proteins	954	504	70.47	14.07	52.83
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210735.1_ASM321073v1_genomic_prodigal_proteins	2337	1068	69.39	14.12	45.70
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003712085.1_ASM371208v1_genomic_prodigal_proteins	2745	1343	70.25	13.82	50.39
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003212155.1_ASM321215v1_genomic_prodigal_proteins	262	89	63.04	18.15	33.97
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001040845.1_ASM104084v1_genomic_prodigal_proteins	2917	1505	72.67	13.06	56.47
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002018015.1_ASM201801v1_genomic_prodigal_proteins	1578	640	61.44	13.10	40.56
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003211255.1_ASM321125v1_genomic_prodigal_proteins	1850	817	68.97	14.36	44.16
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002721235.1_ASM272123v1_genomic_prodigal_proteins	3119	732	53.40	12.67	27.47
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001039265.1_ASM103926v1_genomic_prodigal_proteins	2832	830	67.18	14.24	31.14
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003283135.1_ASM328313v1_genomic_prodigal_proteins	459	144	67.46	15.63	31.37
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003209215.1_ASM320921v1_genomic_prodigal_proteins	1679	677	69.48	13.95	40.32
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002737305.1_ASM273730v1_genomic_prodigal_proteins	1951	881	65.71	14.04	45.16
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003209035.1_ASM320903v1_genomic_prodigal_proteins	1803	856	68.48	14.85	47.48
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003331795.1_ASM333179v1_genomic_prodigal_proteins	1948	958	64.27	14.74	49.18
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002017955.1_ASM201795v1_genomic_prodigal_proteins	512	191	60.73	13.65	37.30
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_900474295.1_UW140_genomic_prodigal_proteins	2925	1509	72.01	13.72	56.62
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003211565.1_ASM321156v1_genomic_prodigal_proteins	1489	607	68.67	14.46	40.77
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003283215.1_ASM328321v1_genomic_prodigal_proteins	239	92	78.78	18.29	38.49
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003211235.1_ASM321123v1_genomic_prodigal_proteins	1698	730	69.22	14.02	42.99
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003283165.1_ASM328316v1_genomic_prodigal_proteins	217	41	63.96	17.55	18.89
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210995.1_ASM321099v1_genomic_prodigal_proteins	2385	1447	89.55	10.74	60.67
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002167425.2_ASM216742v2_genomic_prodigal_proteins	2822	1194	68.44	14.20	44.80
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_002171075.2_ASM217107v2_genomic_prodigal_proteins	1919	881	63.07	13.88	45.91
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003213755.1_ASM321375v1_genomic_prodigal_proteins	1050	467	64.76	15.26	44.48
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003209155.1_ASM320915v1_genomic_prodigal_proteins	2305	1474	90.12	9.86	63.95
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003211515.1_ASM321151v1_genomic_prodigal_proteins	2451	975	67.68	15.33	39.78
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210935.1_ASM321093v1_genomic_prodigal_proteins	1868	1178	89.69	11.00	63.06
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003210555.1_ASM321055v1_genomic_prodigal_proteins	1847	888	71.57	13.46	48.08
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000155595.1_ASM15559v1_genomic_prodigal_proteins	5270	798	52.37	12.66	29.94
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_001007665.1_ASM100766v1_genomic_prodigal_proteins	2356	849	60.30	13.12	36.04
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_900177825.1_IMG-taxon_2708742468_annotated_assembly_genomic_prodigal_proteins	3317	725	53.32	12.79	27.20
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003526105.1_ASM352610v1_genomic_prodigal_proteins	1581	701	70.48	14.22	44.34
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_000195975.1_ASM19597v1_genomic_prodigal_proteins	2719	1332	70.65	13.64	49.98
GCA_003210775.1_ASM321077v1_genomic_prodigal_proteins	2665	GCA_003209165.1_ASM320916v1_genomic_prodigal_proteins	2711	1185	69.56	14.20	44.47
